file,comp,C_succ_nodes,C_succ_edges,P_succ_nodes,P_succ_edges,Z_succ_nodes,Z_succ_edges,C_ind_nodes,C_ind_edges,P_ind_nodes,P_ind_edges,Z_ind_nodes,Z_ind_edges,C_bet_nodes,C_bet_edges,P_bet_nodes,P_bet_edges,Z_bet_nodes,Z_bet_edges
grafo265.10.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo11321.35.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8132.69.gml,0,76000,266032,39375,229407,33494,223526,248728,832124,161780,745176,148296,731692,80172,294537,40207,254572,33001,247366
grafo8528.84.gml,0,99126,342215,51154,294243,43456,286545,393897,1302232,266107,1174442,243637,1151972,108718,398265,52045,341592,43820,333367
grafo5085.81.gml,0,232520,824368,116434,708282,95700,687548,819106,2737766,538518,2457178,491752,2410412,260128,962282,120434,822588,99738,801892
grafo11107.94.gml,0,125718,442842,64078,381202,54230,371354,456702,1522618,303108,1369024,276824,1342740,140968,515102,66590,440724,56168,430302
grafo2247.18.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo173.26.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2759.16.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9857.31.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9850.95.gml,0,160010,573196,79422,492608,66030,479216,461235,1564659,295451,1398875,267796,1371220,171185,628876,80662,538353,66937,524628
grafo6331.42.gml,0,57793,197142,30770,170119,26441,165790,223854,740967,149394,666507,137244,654357,65339,232011,31427,198099,26754,193426
grafo6645.47.gml,0,140143,482726,73792,416375,62214,404797,687015,2250178,471997,2035160,436125,1999288,169073,612253,77549,520729,65529,508709
grafo7796.93.gml,0,186036,665594,92278,571836,76750,556308,588580,1983760,380901,1776081,347360,1742540,205077,751478,95131,641532,78941,625342
grafo2782.17.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3854.46.gml,0,43000,145328,23240,125568,19470,121798,176665,580991,118891,523217,109972,514298,46619,168604,23590,145575,19879,141864
grafo3134.37.gml,0,2788,8388,1772,7372,1604,7204,14243,46045,9892,41694,9165,40967,3051,10052,1763,8764,1573,8574
grafo722.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9903.33.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2753.18.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10278.40.gml,0,22116,71772,12248,61904,10700,60356,106008,345794,73045,312831,67330,307116,25654,89089,12725,76160,11186,74621
grafo9733.62.gml,0,30146,99904,16368,86126,14088,83846,127133,417381,86322,376570,79410,369658,33062,117731,16851,101520,14399,99068
grafo6467.38.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10184.100.gml,0,308735,1126370,148632,966267,123477,941112,830226,2834933,522273,2526980,469022,2473729,330043,1227701,151189,1048847,123773,1021431
grafo11038.100.gml,0,176450,627955,87652,539157,73279,524784,571404,1919719,370482,1718797,337676,1685991,192739,712490,89728,609479,74784,594535
grafo11254.99.gml,0,236302,844744,117582,726024,97674,706116,787666,2646712,513350,2372396,469008,2328054,267394,977522,121606,831734,100960,811088
grafo6736.38.gml,0,16790,54533,9482,47225,8423,46166,74683,244290,50734,220341,46961,216568,19016,65338,9872,56194,8591,54913
grafo1584.70.gml,0,114390,402110,58976,346696,48482,336202,421938,1401696,280691,1260449,257439,1237197,123186,457243,59712,393769,49156,383213
grafo335.13.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10071.40.gml,0,7735,24259,4577,21101,4047,20571,37100,120524,25466,108890,23600,107024,8733,29366,4480,25113,3964,24597
grafo3111.48.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4510.55.gml,0,28258,94400,15115,81257,13032,79174,110385,363771,74487,327873,68235,321621,30291,108036,15303,93048,12936,90681
grafo2596.25.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9525.78.gml,0,77271,266972,40377,230078,33778,223479,282569,939814,187488,844733,172301,829546,86024,309638,41086,264700,34703,258317
grafo1888.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7905.67.gml,0,186083,660374,94066,568357,78663,552954,669842,2236333,441622,2008113,403828,1970319,212516,775534,98581,661599,81913,644931
grafo7036.55.gml,0,36547,123412,20011,106876,17292,104157,161447,529754,110353,478660,101504,469811,41337,146986,20369,126018,17396,123045
grafo11160.100.gml,0,62826,219586,32154,188914,27060,183820,213662,713344,141484,641166,129030,628712,66941,243966,32446,209471,27240,204265
grafo6874.42.gml,0,43000,145328,23240,125568,19470,121798,176665,580991,118891,523217,109900,514226,46691,168676,23590,145575,19843,141828
grafo4894.55.gml,0,50056,169050,27182,146176,23092,142086,228472,749832,156448,677808,143928,665288,57361,206388,28498,177525,24300,173327
grafo9717.64.gml,0,53288,182456,27942,157110,23671,152839,219613,721603,149609,651599,137420,639410,56286,205076,27929,176719,23528,172318
grafo5017.63.gml,0,88856,307188,46163,264495,39292,257624,338996,1124750,225624,1011378,207021,992775,101125,362733,48365,309973,40765,302373
grafo209.10.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4699.55.gml,0,64844,218940,35076,189172,29632,183728,287563,944485,195116,852038,180219,837141,73766,266729,36245,229208,31060,224023
grafo2854.23.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9822.62.gml,0,97490,336598,51042,290150,43440,282548,389794,1291612,261778,1163596,239824,1141642,113686,406547,53205,346066,45188,338049
grafo8593.87.gml,0,202093,721699,99688,619294,82322,601928,642494,2163240,417641,1938387,379040,1899786,223599,819978,103058,699437,85166,681545
grafo728.28.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6490.57.gml,0,40990,139728,21890,120628,18548,117286,154760,512710,103678,461628,94836,452786,44610,160284,22562,138236,19160,134834
grafo8610.60.gml,0,21760,71994,12052,62286,10402,60636,90692,298402,61600,269310,56710,264420,24424,84840,12364,72780,10700,71116
grafo4847.56.gml,0,137373,484028,69309,415964,57489,404144,443753,1490400,288884,1335531,263536,1310183,150195,546883,70724,467412,58976,455664
grafo4441.61.gml,0,4034,12322,2389,10677,2096,10384,17864,58190,12391,52717,11362,51688,3904,13662,2363,12121,2074,11832
grafo5719.40.gml,0,95278,325626,49938,280286,43334,273682,456012,1485656,316176,1345820,292996,1322640,103888,373704,48680,318496,41308,311124
grafo11569.93.gml,0,394669,1435086,189813,1230230,155972,1196389,1112407,3787430,705711,3380734,637965,3312988,428008,1593439,193472,1358903,158250,1323681
grafo7908.80.gml,0,165228,589672,81890,506334,68186,492630,481110,1625998,306528,1451416,277938,1422826,175806,648472,81920,554586,67730,540396
grafo11617.35.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7110.40.gml,0,13310,43734,7408,37832,6251,36675,47110,155386,31109,139385,28736,137012,13340,47145,7313,41118,6173,39978
grafo6289.48.gml,0,22300,75000,12322,65022,10290,62990,79958,264924,53041,238007,48619,233585,23105,82566,12371,71832,10297,69758
grafo7562.51.gml,0,118878,410330,62444,353896,52390,343842,513583,1694509,347798,1528724,319908,1500834,141077,507330,65784,432037,55174,421427
grafo1309.25.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1237.30.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8037.62.gml,0,42200,141134,22560,121494,19278,118212,175713,577789,118352,520428,109266,511342,48460,169687,23535,144762,19956,141183
grafo9847.61.gml,0,42370,143802,22622,124054,19254,120686,169071,558041,113640,502610,104490,493460,47468,168915,23425,144872,19882,141329
grafo8473.93.gml,0,128984,458978,64898,394892,54386,384380,403713,1359517,261270,1217074,238016,1193820,140143,512440,66362,438659,55546,427843
grafo4533.77.gml,0,105410,363840,54796,313226,46740,305170,424426,1405138,284837,1265549,261356,1242068,123711,441621,57872,375782,48829,366739
grafo752.76.gml,0,38615,134094,20062,115541,16865,112344,123141,412586,80792,370237,73287,362732,40569,145712,20462,125605,17221,122364
grafo2586.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9902.32.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8775.96.gml,0,54858,190036,28418,163596,24334,159512,176246,590788,115016,529558,105314,519856,57216,208008,28840,179632,24448,175240
grafo5284.39.gml,0,25280,83724,13777,72221,11588,70032,96154,317924,64381,286151,59140,280910,26526,94630,13895,81999,11874,79978
grafo1315.29.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6073.62.gml,0,11621,37561,6800,32740,5903,31843,52571,171991,36081,155501,33150,152570,13503,45254,6851,38602,5933,37684
grafo10524.97.gml,0,64089,221004,33039,189954,27873,184788,223419,744052,147929,668562,135073,655706,69341,250746,33709,215114,28787,210192
grafo8763.87.gml,0,186018,665422,92286,571690,76544,555948,585262,1972092,378685,1765515,345020,1731850,201693,746688,94905,639900,78755,623750
grafo6703.52.gml,0,49882,168530,27194,145842,23074,141722,227668,747096,155440,674868,143268,662696,58550,207170,28484,177104,24344,172964
grafo7588.42.gml,0,50404,172036,26890,148522,23066,144698,195416,647004,131020,582608,120240,571828,57262,201982,27648,172368,23560,168280
grafo2123.26.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9605.85.gml,0,138327,486812,69805,418290,57927,406412,452171,1517572,294888,1360289,269235,1334636,149316,549570,71598,471852,59679,459933
grafo2147.17.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8264.78.gml,0,228967,816297,113352,700682,92848,680178,745553,2506765,483997,2245209,442787,2203999,251210,932114,117018,797922,95617,776521
grafo9456.65.gml,0,31632,106654,17072,92094,14760,89782,115687,382655,76890,343858,70341,337309,33695,120142,16847,103294,14890,101337
grafo4064.59.gml,0,6084,19520,3620,17056,3172,16608,22516,73920,15060,66464,13904,65308,5972,20680,3532,18240,3136,17844
grafo2321.38.gml,0,40878,133856,22532,115510,19610,112588,222268,722994,154156,654882,142734,643460,50522,178180,24148,151806,20926,148584
grafo430.13.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6512.46.gml,0,6941,21688,4153,18900,3734,18481,32776,106503,22462,96189,20789,94516,7437,25589,4208,22360,3739,21891
grafo11353.92.gml,0,75698,264992,39213,228507,33566,222860,243940,816886,158246,731192,145232,718178,80348,292781,39747,252180,32891,245324
grafo6500.55.gml,0,45385,150803,25148,130566,21286,126704,214008,700414,146738,633144,135519,621925,53185,187654,25839,160308,22182,156651
grafo7381.44.gml,0,32300,106892,17977,92569,15888,90480,155746,509754,106900,460908,99033,453041,39689,135928,19028,115267,16519,112758
grafo8884.64.gml,0,65998,228034,34530,196566,29436,191472,245277,815023,163438,733184,149530,719276,74435,265442,35931,226938,30308,221315
grafo4490.65.gml,0,120460,415434,62952,357926,52432,347406,509071,1680851,342754,1514534,315204,1486984,143176,513083,65985,435892,55633,425540
grafo8451.69.gml,0,106010,373036,54336,321362,45548,312574,363630,1216336,238186,1090892,217782,1070488,119672,429402,56632,366362,46564,356294
grafo1190.28.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9728.70.gml,0,13096,43272,7328,37504,6239,36415,45276,149594,29790,134108,27571,131889,12690,45768,7212,40290,6151,39229
grafo1019.11.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8324.76.gml,0,205429,738932,100750,634253,83306,616809,645216,2174567,417890,1947241,379125,1908476,224322,831402,103927,711007,85394,692474
grafo7943.76.gml,0,43139,144952,23546,125359,20104,121917,191217,628556,129760,567099,119786,557125,51237,178950,25054,152767,21402,149115
grafo7287.43.gml,0,43482,146510,23400,126428,19910,122938,176736,582906,118862,525032,109350,515520,49762,174432,24460,149130,20828,145498
grafo3092.24.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9855.35.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6103.41.gml,0,28726,93392,16060,80726,13898,78564,142627,465111,97954,420438,90640,413124,34886,119741,16889,101744,14519,99374
grafo2881.65.gml,0,6252,19900,3686,17334,3236,16884,23854,78148,16049,70343,14764,69058,6499,21748,3612,18861,3204,18453
grafo3979.98.gml,0,282118,1018962,137252,874096,111289,848133,836129,2832557,534400,2530828,485202,2481630,304381,1136178,141191,972988,114912,946709
grafo6332.47.gml,0,16816,54559,9482,47225,8371,46114,74683,244290,50760,220367,46909,216516,19016,65338,9898,56220,8539,54861
grafo6138.45.gml,0,12389,40235,7156,35002,5999,33845,47869,157671,32287,142089,29888,139690,12733,44696,6871,38834,5965,37928
grafo3135.34.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1189.65.gml,0,19365,64085,10595,55315,9064,53784,72873,240659,48981,216767,45092,212878,20125,71599,10355,61829,9284,60758
grafo3886.40.gml,0,18614,60920,10506,52812,8648,50954,88004,286014,60678,258688,56172,254182,20350,71312,10510,61472,8794,59756
grafo7126.88.gml,0,122647,431038,61691,370082,51539,359930,415718,1390365,274065,1248712,249558,1224205,133909,490151,63442,419684,53120,409362
grafo9835.77.gml,0,55720,192668,29006,165954,24784,161732,190218,635340,125112,570234,114638,559760,60639,216978,29758,186097,25156,181495
grafo7489.39.gml,0,8446,26068,5070,22692,4548,22170,43540,141074,30146,127680,27808,125342,9636,32616,5190,28170,4622,27602
grafo7256.69.gml,0,89440,313636,45700,269896,39156,263352,296682,992196,194494,890008,176702,872216,96202,350876,46894,301568,39702,294376
grafo5996.78.gml,0,70030,240290,37003,207263,30635,200895,252744,841438,168529,757223,154023,742717,75152,274024,37843,236715,31733,230605
grafo3346.55.gml,0,43072,145400,23240,125568,19470,121798,176665,580991,118891,523217,109972,514298,46655,168640,23590,145575,19843,141828
grafo9263.76.gml,0,140284,490106,71770,421592,59926,409748,500891,1670067,330626,1499802,301917,1471093,156512,570151,73670,487309,62160,475799
grafo1739.16.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5639.77.gml,0,21394,70998,11946,61550,10216,59820,87686,289014,59618,260946,54676,256004,24258,83462,12202,71406,10400,69604
grafo7050.40.gml,0,9624,30522,5590,26488,4892,25790,43940,143150,30340,129550,27894,127104,10390,35960,5636,31206,4942,30512
grafo4008.62.gml,0,28890,97542,15582,84234,13836,82488,107767,356857,72294,321384,66109,315199,30271,109268,15755,94752,13908,92905
grafo10756.42.gml,0,9224,29304,5316,25396,4726,24806,40279,131313,27618,118652,25356,116390,9743,33756,5334,29347,4713,28726
grafo8786.91.gml,0,204648,724930,102318,622600,84456,604738,702427,2351411,461356,2110340,420386,2069370,231822,844585,106349,719112,88150,700913
grafo4548.60.gml,0,12287,39752,7042,34507,6057,33522,52619,172234,35810,155425,33023,152638,13095,45902,7142,39949,6061,38868
grafo11005.93.gml,0,108854,383138,55210,329494,46228,320512,361206,1211424,236122,1086340,215780,1065998,119458,434335,56805,371682,47120,361997
grafo935.21.gml,0,17129,54397,9880,47148,8657,45925,94168,305612,65522,276966,60826,272270,20822,71405,10583,61166,9045,59628
grafo9079.72.gml,0,30270,102364,16618,88712,14546,86640,114884,380714,77288,343118,70680,336510,33658,117736,16864,100942,14310,98388
grafo11297.93.gml,0,174200,619090,87282,532172,73038,517928,564504,1898520,367865,1701881,334757,1668773,192044,703109,90175,601240,74949,586014
grafo3108.24.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo698.20.gml,0,1844,5360,1138,4654,1078,4594,8972,29030,6274,26332,5788,25846,1760,6022,1120,5382,1032,5294
grafo11097.96.gml,0,238928,853876,117424,732372,97634,712582,742891,2503361,478321,2238791,435306,2195776,261708,963887,121279,823458,100395,802574
grafo2063.29.gml,0,7506,23583,4305,20382,3861,19938,30136,98819,20347,89030,18867,87550,7250,25761,4299,22810,3827,22338
grafo3785.54.gml,0,32448,110424,17264,95240,15046,93022,117494,389854,78032,350392,71430,343790,35516,125098,17518,107100,15172,104754
grafo4409.56.gml,0,4341,13623,2465,11747,2168,11450,17101,55821,11603,50323,10756,49476,4129,14433,2431,12735,2122,12426
grafo8945.94.gml,0,289566,1044796,142148,897378,116632,871862,937120,3155498,606912,2825290,552906,2771284,322786,1197850,148958,1024022,121118,996182
grafo10069.40.gml,0,9348,30170,5308,26130,4746,25568,37952,124498,25960,112506,23806,110352,9420,33414,5272,29266,4686,28680
grafo5561.36.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2463.32.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4203.75.gml,0,149204,524074,76136,451006,63252,438122,550739,1834055,364043,1647359,334592,1617908,168811,616822,78460,526471,65691,513702
grafo1939.22.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2959.38.gml,0,8102,26028,4666,22592,4111,22037,34568,113020,23540,101992,21723,100175,8726,29790,4760,25824,4133,25197
grafo7759.56.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9143.66.gml,0,36304,123984,19708,107388,16662,104342,133668,443474,88852,398658,81924,391730,39832,141272,20130,121570,16996,118436
grafo5976.43.gml,0,9406,30464,5398,26456,4800,25858,39607,129755,27118,117266,24840,114988,9973,34632,5462,30121,4767,29426
grafo5750.44.gml,0,40028,133864,21710,115546,18850,112686,183074,600418,124703,542047,115224,532568,47945,166997,22897,141949,19735,138787
grafo385.17.gml,0,3924,11957,2407,10440,2120,10153,19541,63246,13443,57148,12539,56244,4266,14272,2448,12454,2153,12159
grafo4331.61.gml,0,15314,49496,8596,42778,7448,41630,64977,212521,44000,191544,40652,188196,16679,57830,8789,49940,7545,48696
grafo1680.32.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3585.39.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo302.17.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9793.77.gml,0,41400,141158,22112,121870,18722,118480,156370,517800,104983,466413,95844,457274,43979,160411,22483,138915,19045,135477
grafo10815.97.gml,0,157454,566925,77048,486519,63865,473336,463312,1568571,296625,1401884,269072,1374331,168000,623864,79147,535011,65196,521060
grafo4914.54.gml,0,34421,115705,18752,100036,16066,97350,131425,434123,88030,390728,80690,383388,38013,133439,19094,114520,16280,111706
grafo6489.48.gml,0,17602,58291,9772,50461,8689,49378,71342,234641,48322,211621,44301,207600,19168,66977,10042,57851,8789,56598
grafo5664.72.gml,0,59582,208412,30228,179058,25490,174320,182732,614892,119116,551276,108124,540284,62303,226590,30458,194745,25768,190055
grafo6942.46.gml,0,35795,120576,19420,104201,16430,101211,134123,444210,89638,399725,82284,392371,38771,137896,19496,118621,16760,115885
grafo8239.65.gml,0,129935,448408,67888,386361,56740,375213,556429,1836768,375564,1655903,345674,1626013,153405,555354,71908,473857,60120,462069
grafo2680.17.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10954.94.gml,0,104284,371264,52926,319906,44024,311004,333295,1121699,216599,1005003,197865,986269,114847,416948,54192,356293,44727,346828
grafo9875.38.gml,0,11517,37209,6698,32390,5803,31495,50847,166309,34784,150246,31963,147425,12809,43833,6728,37752,5823,36847
grafo1669.48.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9244.79.gml,0,26224,88125,14363,76264,12408,74309,103812,342599,69871,308658,64362,303149,29376,102433,14733,87790,12560,85617
grafo1774.10.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10403.38.gml,0,21266,70302,11810,60846,10084,59120,83082,274358,56188,247464,51622,242898,22840,80218,11960,69338,10166,67544
grafo11651.36.gml,0,6412,20136,3772,17496,3334,17058,27344,88992,18636,80284,17160,78808,6714,22802,3496,19584,3092,19180
grafo4054.40.gml,0,9838,31914,5560,27636,4874,26950,38965,128267,26638,115940,24364,113666,10313,35658,5550,30895,4861,30206
grafo10373.94.gml,0,106694,375086,54612,323004,45522,313914,367334,1227564,241016,1101246,220426,1080656,117598,428889,56727,368018,46526,357817
grafo613.10.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4845.79.gml,0,39812,136198,21092,117478,17772,114158,138337,460557,91977,414197,83808,406028,41211,150338,21398,130525,18071,127198
grafo10384.99.gml,0,96524,343596,48060,295132,39460,286532,262058,891782,165602,795326,150278,780002,98998,365224,48418,314644,39584,305810
grafo2876.27.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1422.22.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5428.44.gml,0,27732,91754,15500,79522,13518,77540,126591,415011,86190,374610,79745,368165,32053,112416,16359,96722,13870,94233
grafo8893.96.gml,0,452902,1631242,220958,1399298,182138,1360478,1548731,5195723,1010438,4657430,922109,4569101,512298,1909432,230655,1627789,189744,1586878
grafo1286.27.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6763.40.gml,0,45280,152086,24550,131356,21010,127816,196384,645764,133328,582708,122739,572119,51657,184403,25640,158386,21851,154597
grafo4525.72.gml,0,50404,172036,26850,148482,23026,144658,195456,647044,131060,582648,120240,571828,57342,202062,27648,172368,23520,168240
grafo7715.40.gml,0,25527,84131,14141,72745,12442,71046,120388,393816,82467,355895,76237,349665,29756,104019,14861,89124,12852,87115
grafo7263.99.gml,0,210216,751194,103644,644622,85134,626112,666518,2245956,433960,2013398,393076,1972514,229398,847756,106612,724970,88192,706550
grafo8517.75.gml,0,42322,142570,23236,123484,19504,119752,183430,602674,124548,543792,115396,534640,47102,169310,23370,145578,19980,142188
grafo8045.68.gml,0,23068,76162,12796,65890,10692,63786,95694,314142,64581,283029,59603,278051,25905,89916,12689,76700,11199,75210
grafo4466.66.gml,0,209234,744454,104500,639720,86828,622048,700308,2349586,457450,2106728,416744,2066022,236428,859712,108206,731490,90164,713448
grafo10052.32.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4453.57.gml,0,18795,62061,10299,53565,9052,52318,75658,248816,51237,224395,46864,220022,20353,71392,10459,61498,9212,60251
grafo8270.71.gml,0,46320,155795,24780,134255,21163,130638,191818,632359,130148,570689,119298,559839,52391,186228,25722,159559,21876,155713
grafo7757.56.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9010.78.gml,0,54902,186960,28844,160902,24814,156872,231352,762908,156318,687874,143938,675494,63509,226188,30586,193265,25770,188449
grafo4464.59.gml,0,32582,107758,18288,93464,15610,90786,169853,552991,117510,500648,109026,492164,39432,137727,19259,117554,16385,114680
grafo11625.37.gml,0,13288,43712,7408,37832,6229,36653,47110,155386,31087,139363,28714,136990,13340,47145,7357,41162,6151,39956
grafo10443.98.gml,0,113582,402284,57116,345818,47558,336260,367546,1233470,240048,1105972,217770,1083694,124146,453023,58629,387506,48632,377509
grafo4919.57.gml,0,18674,60379,10512,52217,9159,50864,92331,300928,63702,272299,58916,267513,21923,75623,11041,64741,9449,63149
grafo1389.26.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7598.43.gml,0,9244,29324,5336,25416,4726,24806,40279,131313,27618,118652,25396,116430,9723,33736,5354,29367,4713,28726
grafo9557.79.gml,0,237189,846241,118534,727586,97018,706070,823039,2754093,541352,2472406,495319,2426373,265629,978249,121091,833711,100570,813190
grafo9181.67.gml,0,122082,431172,61602,370692,52642,361732,411749,1378685,270510,1237446,246260,1213196,132244,488209,63539,419504,54121,410086
grafo5775.45.gml,0,40778,137662,22476,119360,19050,115934,183165,601019,125053,542907,115444,533298,47099,166538,23030,142469,19721,139160
grafo5337.43.gml,0,27957,92982,15827,80852,13086,78111,128207,418958,87759,378510,81140,371891,31379,110832,15549,95002,13320,92773
grafo11653.37.gml,0,9560,30112,5456,26008,4834,25386,43589,141827,29894,128132,27604,125842,10889,36232,5554,30897,4915,30258
grafo123.21.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo620.27.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo481.80.gml,0,97594,336702,51146,290254,43388,282496,389846,1291664,261882,1163700,239720,1141538,113686,406547,53309,346170,45188,338049
grafo10728.34.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4246.62.gml,0,76627,264524,39919,227816,33278,221175,273131,909476,180460,816805,165848,802193,83855,303589,40539,260273,34099,253833
grafo9892.34.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3426.53.gml,0,7618,24143,4463,20988,3949,20474,33170,108345,22577,97752,20905,96080,8412,28129,4483,24200,3977,23694
grafo2707.12.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10195.99.gml,0,349794,1265050,170464,1085720,140608,1055864,1100084,3713488,709044,3322448,645154,3258558,392574,1447460,178284,1233170,146818,1201704
grafo1684.19.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2066.33.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8462.76.gml,0,100412,351586,51784,302958,43120,294294,339874,1137798,223479,1021403,204087,1002011,110519,399730,53035,342246,44059,333270
grafo3725.37.gml,0,4102,12590,2459,10947,2170,10658,19023,61883,13175,56035,12159,55019,4354,14591,2454,12691,2149,12386
grafo9146.79.gml,0,109728,380988,56478,327738,48040,319300,448810,1482106,302658,1335954,278350,1311646,125101,452965,58557,386421,49413,377277
grafo9755.77.gml,0,159984,570562,79042,489620,65704,476282,505573,1700901,327763,1523091,298122,1493450,174375,641576,81646,548847,67233,534434
grafo7149.74.gml,0,37002,126343,19554,108895,16469,105810,124442,414109,81480,371147,74857,364524,38464,138637,19772,119945,16647,116820
grafo1539.34.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9001.66.gml,0,131540,459066,67124,394650,56356,383882,476914,1589624,316591,1429301,288644,1401354,149231,538692,69905,459366,58540,448001
grafo6706.52.gml,0,22314,73926,12374,63986,10364,61976,85894,282882,57454,254442,52848,249836,23388,83448,12304,72364,10548,70608
grafo11122.37.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9609.63.gml,0,123820,437304,62412,375896,53002,366486,392760,1321080,256096,1184416,232244,1160564,133562,488446,63876,418760,53464,408348
grafo10005.39.gml,0,8980,28358,5254,24632,4706,24084,42206,137768,29066,124628,26946,122508,10086,34158,5426,29498,4760,28832
grafo6964.83.gml,0,30074,101552,16254,87732,14346,85824,109718,364072,73436,327790,67166,321520,31948,113952,16426,98430,14158,96162
grafo7140.41.gml,0,7940,25035,4609,21704,4057,21152,35098,114395,23959,103256,22179,101476,8466,28995,4691,25220,4119,24648
grafo5785.37.gml,0,16992,55684,9770,48462,8228,46920,84449,274399,58646,248596,54260,244210,18949,66130,9635,56816,8399,55580
